,NU_INSCRICAO,NU_NOTA_MT
861,5274f6ec4abf32eaab809472f94c2ccbf7cd1b44,481.44012
862,6047a4238c87b04f722c0bf2705289ab82c0ffd6,463.88504
863,c2cbe6a23cc008611e77294497830f9e92e8bc97,744.41785
864,8635319581b84dab491c5ebbb9f2527208044d6a,440.71298
865,393aac47666d86df377cf029a6e4405d58ee8865,446.98563
866,7c57d6e43c628184d269344c670fa6ed8596ec86,451.99988
867,baa3231770de496cd7901551292411fcd175d6a5,450.25452
868,deedf4f96c04de5d73e84bf87eb67e07de11df96,446.93066
869,4bf785c67b51c1b629cb1e3f2f3b977efebd9a05,422.22427
870,4a2ab5dfbbfaa5c1aa85487050b2bb4f6f6e2229,489.6335
871,9306c48c3b1941bdc4639843294326772caec025,594.7688
872,4d911ccccddde4e30483e3f79293bc0c936176ea,432.09662
873,c196ee2052027994534830c4326b3f636f1b74d2,519.02094
874,915efb3607fea8a03fd1edb816c912cc537edb9b,538.9287
875,ac1df349db67d05cd3b442fc71eec050caee4525,478.29437
876,0f3c9e3a3a04bceae80f3e5367e64516e6ef5ed8,456.17596
877,603c228e78a4706ed100c1c07c76ecc13288425d,523.5611
878,118799dfc52115ba91843fd2c77400493a8c2720,573.46686
879,23b99de44a07ea38f827ad0714169bae4bcc8711,579.2851
880,895b5ffe20d0f0f2dda0c350b87b6f72519bd626,447.18756
881,aec4c0beeb85804832670209b2184df3b3c600ce,424.8084
882,ccab52a527f2b492e0e65c70afb5266c53351197,454.07977
883,1f92470fe8137bcc16059dff0384cde43e2db448,588.6462
884,3dcbf6f39004474343ddb2cf52cd58ede4aad3c2,524.9497
885,a62072894278c7e7aab0c7239d2ef25e259c9849,420.91766
886,d4ea760a67ed0ba257c76fd9a197708642e8bc62,457.89862
887,9f56aea741a82168d02d038c0575cc392237000f,474.91782
888,53e74317befbb39e2f5c738c306fc6d34aaa192c,477.5583
889,2c9618dd62fda981e539fca57ee3be6b6de870ae,432.45358
890,8500865acd482736233a43a6b616705bec5928dc,462.52686
891,ff1e071446d5f6c03e9cf20cfe0476a4db8627ac,444.72653
892,fe1d5e20196d946c045d658dbd81de762c858bba,569.1836
893,0fed213d36822ff189430e3b844e420b84783559,482.27063
894,6b1071436aa5429f5ca0f6603454282e572d5ec2,439.41495
895,701b94e2722c3bccbd419973779c74cd901cbb49,579.4137
896,e1e0f0d959f4966498b7cd1b8aabab29bd90c7f7,423.80505
897,40272b7b6944953d19441f3d11db1ca6259036c7,491.17313
898,3aa252c007ed0bbafa2ace65310083a6d48e6ebe,485.4607
899,ae5b05ce0d8d567328db7bf3b32947fecef73870,451.1956
900,2da6c6fcffd9bd22e13a8717b62ad8b7eb4381e1,421.41525
901,189c4106bf1678e12e9891b3688337a22f2f611d,450.5607
902,ad1a5a001fb410e949c882c3cefcaf88311f6fa8,451.6841
903,57aad26f657f508f28e7a4c7d8917a985a54b44f,438.50626
904,61df053a75707ec0fd8e8cbe49f5bb79e7d20328,511.6788
905,204da37333efada9bd5864510185eb8c4d41fe48,480.2512
906,69ad43874be3091574f051ca334483f5953a7e37,451.99988
907,f212e61eadee0388447fd7aa71a63b5b231ec46a,458.2229
908,08bda823dfcbcbe45c46e6666268434b54a875c7,447.94843
909,a1e1b1477bc37f3aaf4359bdef31cab9f8d4fffa,467.53424
910,e50870ccda7ec32760ee23f08e9c9dbf0288f47d,640.67017
911,067c07859139fba60b96329bbba80fed79ed9535,522.5725
912,7355cdb97afc51c0d4fb1895d407adc1a826130b,450.37582
913,3c69a9f903494bc62eab1f114782bf8eb8380e95,490.64542
914,2189f7079585e9c5036b0cc92a1c7dc065aae1a8,519.7745
915,74aaf71b443f1ced65fd4c071acc0b5fe9079b97,435.9265
916,f6b570f463b91beb332e1e5be09838dea7214790,457.74338
917,cfa20d03b8d493eb00a3e91d3dd0f93573e625f7,609.9645
918,23f42cbb61a06a505bc0fb98585945008f83f1cf,476.5604
919,1b148ac62bb092fc8e1b5340ac12924dba7d3715,454.33936
920,a714da15af9873f1ef20fae52901a9ac1d8ade35,498.68683
921,1db7ee0e01a793bac520aa333f51e963caa92d4e,520.0217
922,6c45e7e2a9578ff4887d8bc05ca5ab4faed336ed,515.01306
923,0002c409e1ee2353dbff680d9a7e77a5f0b50a94,503.2051
924,46eefba83d46b5adb275c69224fe09fb630d5358,583.5425
925,f571bde7cea96e93003f7883f1b9850f96fe9c6a,512.5883
926,e248d194082a8831734a6e3a34a58f6aaf5039d9,465.0948
927,e386f7846ab26c3732b27921dafef4c7d9e5f7a5,454.08826
928,3490b0c6fb958daf5fb36d327ba17d34ed8abd90,468.9424
929,eb43926f5b09278e6bf0d34a2440bc8670244656,422.20203
930,893adc250ec2d94bf7fee352c7c17cb765d333b6,443.15436
931,25ce5386c14ad7d2b09b2b8ea40f60a5bd83570d,467.45184
932,21e7c065af2be78876ed12d2efa20420080f6275,468.13226
933,4a8387ab4e484323ab4c1685f2cb2385b2a42ee4,444.31125
934,972908d6e89a97159ccb1dd1d4892cb970cae6a2,497.8159
935,685b9a65ae48916267ab7503f8f55a3a466abd77,670.2523
936,8064c6c452997eb96ae79e2d5d3c348581e78b14,739.1861
937,8605485ed65313a27e96f467456f1a53f1107500,504.67563
938,768fc57d371dec37913eb51f11818650d83b7e63,498.2497
939,9ddd5a166c6c32e390e4f439437e444546df1187,457.0906
940,8c8cd6bda53fdd340de2c63fb5d4efc54a7922de,473.72577
941,f6554ffa8707a96d87ac0a3dc3380505dbe25dea,514.66736
942,be93a3a5cc2fb1ddb9d47ad74f85331b75348778,437.88657
943,689b58e47a677df619a3ff52d548b7248d7659ae,483.9421
944,0a80c4d2e908eaa854b6c500ea28ae09e491a823,455.15094
945,b0d03f4d46aa50849796dd95473755112c1fe26b,433.2616
946,02f3fc0644c3a974b1ec0dcf6687f78d5a000d58,447.79922
947,fd4666997792a70aa3116ea109dd8b756f5b2135,451.99988
948,a54ddb5376fdacf5cd1f0d1add5ded62330342b6,481.5498
949,28f15b94a9475a6ee13da565eca0c6afd162c4b8,450.80478
950,1bceec9f2b9439b2ba4733e3527da7d5063df496,431.97406
951,2dfad9a8c00252be6dee24e3377e0ae4e57f2d06,457.7672
952,9b48a44fbc521e33f99bcecdcc96ffc598e6e632,438.2429
953,9f857ceeebe43dddaaf84f944c3c94a664ff2bda,517.64154
954,630b1e2b3adcf90f1c930cad9e871b174cf12c1a,467.75165
955,fc0624bcc7e605b2d20a3a16857675498491654e,487.2594
956,5f0ab4a373e3558a29da52aff2b1d4cf7fde4404,493.50848
957,6860ba98c2c65893de299e4755087d5d6b6a6033,458.74405
958,70130a38cbf5e620b6ab5122bd69566791902b7e,498.22693
959,930383c9037251c38e40ad9843534cd98c91a0e7,457.98697
960,4f2370175e8559143c43b30788b65260884ea2f9,509.74792
961,b82ad5b2113a68659252db9051093cc05087a38b,467.02747
962,837c933e6e8b380e440024abe3eb4ce9a7ad6315,468.1421
963,478cf2c66a99d0106080fd93fff65c9a56b04453,440.21158
964,2211d854bb3e5dc2d5fc07f73066e41d3a5693dc,455.6155
965,1ebb9d6032291ece52576d2d08192d9b2b99f454,754.55646
966,d958d954eecd475a0531335ec908bdaba301921e,494.93002
967,14bd9da1a22b6ce55c9ffbc04f9f6bc40333d4d1,443.75085
968,ec522885b9a426515641c1c67a5528e18f14bf5a,472291
969,69c2149031d76ac0451f02e2c9d0de205806a07a,455.72058
970,3834a3cc23a38eccc9189e8bee7ee358b75fd635,421.35345
971,d5b79ab72ba5a5aa8bf3d9fe16bae73e39b9dde5,489.45767
972,ef49c026fc5471e8c1b56e3fb2419b946a33c76d,474.61337
973,9374367408d6d3a00bd23fafb447f0fe9800b278,503.93393
974,f2cbaa558fdbbf3d649ae65ef94a9d04b37fa58a,454.07977
975,c8cf85985775108a962f206bbc07f9b96edf577d,435.6062
976,fd2be6be460aeba8ad01303ec1c734b3ce6f9e68,516.4999
977,22c4abf2162ac430458742f60e265835362dc7d3,470.45355
978,e4220a05813204f233d232a847cf24d60fc460c0,528.15424
979,bc94527b84d81f7092c3694e357b02eccad91f1d,469.10736
980,66a58d3b1020e10bb366884a26853f1d267bf42a,463.37875
981,83b2bbe9efb5a5e8eab5c46d2c673f543fc8d39b,457.79895
982,d084e1c3d7146dbef3c6481a96359948bf91d7db,513.1869
983,9888d8f325173fc4f4bac14903ac7b770478e1a4,478.5626
984,da3e65bf356c83ae8b3d572a791a96b8dfdaae63,558.2612
985,261b29785844821814715b52511dbe7bc6905168,528.23724
986,cf9a14508e8ca7b8b1d655e3d9dac3c7f6cddc94,508.58423
987,f2ef13cfcdc3cef6ed5b3bf69ea1410b865d1fc1,451.10217
988,8883c8649e0df6462c6f4a06ea6e9595149bf6ac,451.49557
989,cc1e3f6d30dfaf8b21834c0ecfe0b773b4092cf4,516961
990,2aee59a8709e9bbf7de39903fe1172fd948e44c1,591.02924
991,cf71722a9c4e583c4931ebc390cfe917e63e80c1,486.39713
992,77b20dfbf4075cf839105980792b7298380acabb,476.96783
993,ec3d4ba8f80c75414b4e87994cf0058ae2b1fce3,467.75165
994,39905ee60f2cfbd2c06e6af96595c470ccf74d3e,444.33792
995,0c7978c01fb8fcf7c0d48935c0d66410d8ee2c2f,449.61575
996,0e326387495f24745d2bc6110ac18f3580e56290,596.1819
997,f94f945618e9047bdde48cc06cc7a6e0af719a37,423.97064
998,0dcb5c89c0eb43936e7f1366f1dc76fec085d040,475.16565
999,3d4c1727853053cb5eb4d407b22396e314509d86,463.6633
1000,580063acdd223dad07639900466c199c7ec6de6f,452.09497
1001,265f10f7456631dec2915feb97ca6b706d8afb34,424978
1002,f28551fb5c2f0ba556ba947fc5aeb5d946d7e003,568.36145
1003,5085085c3fb8ffdb2c6c30fb66fa17f56f0d95d4,452.43158
1004,c60905dd75c5c4ea022000a0d832d19e7b1de7d9,501.75134
1005,6d599c950879cc9667cc49f0bc52ba4868387962,466.07468
1006,7ff56884aabc69f1d8b14577a6407ac705d35620,433.25833
1007,68199e9559d14e9d3619b1d9d5c2ec12aaba571d,615.9502
1008,f77f4a3f4a4174bd6d5f0127b09b3a9436afbc99,467.84875
1009,421ae8bdf8fcfbd12912424dc6b99843ff81f50e,449.48953
1010,3388ba2455af7dba1afc8be01e9ef9aa3cd5b992,464.8328
1011,424bdb568028c00e963fc710f7a31107978feb84,432.65817
1012,9fc249e4d6dece656c8796d34208d45dc535c3a7,575.55865
1013,827c808e5a3d17b81cd7cb9434f92b276416a39e,448.08707
1014,3b14b7a79a33800100b57153088a4658c2979c57,448.02457
1015,5916e2530308e5ce4602179367a5372a5f5135e2,461.09198
1016,a5880689fa0d7e2b80596a17c3f6a9e85439d398,498.36755
1017,c8cf5c4159c454809b801ea438db3974e8242c7b,523.7073
1018,77bc9ff2fdd54be8bebaa4eae19fed3c6c6b3955,666896
1019,19b8b06263c22bc148bd3e79ced71751b0462f67,497.5222
1020,68043cf6df7116c4fbe9e8c461155a79d1149997,547.6466
1021,ffbf2b9497516c22da904a5736fef527ba8b868f,432.37607
1022,5001def5a54c7352a7f5efe6ca553cddeca44e73,505.35382
1023,3c0db6da5f1639ebd267f63eaf86ac8569a8527f,620.29346
1024,c69d18e6e6b386e2e1592648d9e2366de5f64c06,458.45862
1025,c57a918711e5f9909c06865804a1cc13ccb38936,461.44562
1026,d43c8bc37d22f63102d62317b61cbcdb1331054c,558.14716
1027,373440621611720645f51dbbada979c89bb14cd9,475.8584
1028,6cb9ea06bba586157fee26eb9d3642894fd55b43,463.3406
1029,b6ec42121f5e7659aa01f3ebe1d18e02b74b3a7a,473.9447
1030,84db81d48417a1f9bef9a5b72a0eb395b5a9846e,497.51514
1031,36f872f6120d768d0659a8dc67903c0ebf85f7e1,432.1213
1032,6eac66cd9ec970d8887a7df2ed69c132b8049521,506.96652
1033,194268c39d944ac4b3930c2c0bd8342c15773ad0,464.54504
1034,32ecd1831c2972d2e350967d4c96614030d9c2e6,427.74454
1035,d6ee1053b27c4c184f9f5dc8c804c99f204a32dc,480.45898
1036,9f9fc9c670143177022b7ea79292186768fb3849,442.87094
1037,fe8333dd7a48c2c6da19394b93e6413b2d969588,728.16766
1038,993bbc66f81ddc13f9b4c47931ab71f5c472f0d6,536.51904
1039,e7155d360d9614f96d8f28af8cebee412228e753,514.75916
1040,8bc5a02113c1d872fd3d7c745df40e622400e51a,636.65393
1041,2900ff93d1f83e953e0b7abdfa3fb081366c967c,475.7214
1042,e3674c21fa2357713f79e3e228580d7a772c62ca,517.8611
1043,7c8d53c9ecdb67403aa3a048a3d91f076934b160,464.2282
1044,406d38e4421757935a3e7898f767a98c306e4015,496.9073
1045,9aa4a411cd914b73b9d2843d50f7796dad1c0969,452.10638
1046,061ec45bddd19204b4ed9e1cc794b116aaffcd97,622.21155
1047,a90881337238e2cea4c2ce693aa1b6bb8dc3e23d,475.23676
1048,0cae68bb07813f6be4f476c21d699c697cb479d9,458.0352
1049,1ab6ff506119fe0fb2b17147c7019e7419a4be14,500.00827
1050,83400bcebb04d1605ad7d37568b1bf4bde04b494,468.6502
1051,54899865c8bed8eb4d54c8d4c8ae09a30864290c,664.3194
1052,63e7e834e16f11029f62736780b3a101cac5e5f8,632.92926
1053,dc7a06efb8feb5e397b1d57d5478e2965322e80e,464.18542
1054,625786c698ec763a4dbba2978876dacf605d42c8,463.8894
1055,8ba8d9f7e4d980b58556226d906e2236659cda4f,413.86594
1056,db1b380fa7e57e26a6aaf292a1ce10cd88be4d5c,472.58896
1057,ef52f1830fe4acb0d7ce223353a239b3fac81925,453.92178
1058,873ca0475258c0454ff969ff7f8b779c30729f48,497.9587
1059,43d7bd465f67853f09b8ea211afa8cba29d6452a,420.35715
1060,0495f3de4b62dd3864b46d99dd94d2cac5ee30e5,423.80743
1061,691a5440a2e6406b5444e5322ca44e06ccb3ddf6,507.8406
1062,49a9e7f2baa21147daed25a03be27ef0d785cdaf,431.57315
1063,f9f2a8ef22a9ca0df9043d97f8091821346f7efa,504.27914
1064,2c2e3ea8b9a1097ce7a9330a386a2b32b4693317,608.5252
1065,97854c6bc17f30f476dc404dc3e74bda38afb8ba,500.9007
1066,c57e5c73a18d895c0d10f18f4ca74d5073c16698,541.4532
1067,2ed840bcb61092680e034399b5b638d6492e146e,493.2239
1068,20eaf4dfc827e8fa9f3fc7d7c7b7ba1c66e4fba7,476.1039
1069,1a4a30ccca625947b0d2a60f25702e8066320f5c,463.3534
1070,291eda98ff5f826d1adeec3ce1efc385ece76e7c,448.36163
1071,a976f1e8f9ba929071999ca384edb2f2bd0e0026,475.36002
1072,fe944ad10aedde4f5e27c0db435fd4bd65a12dc3,451.87222
1073,601eb56c4870e7f3ce567bef879997434fab6978,436.6662
1074,195b20dc6c758d0fb1709ceeb16fff1be40ba63c,457.2398
1075,8d2007f35400585b1a23535658a56e3f56deae16,626.29254
1076,504fb778c3000f0f74c49d28a157ef535df7b26e,504.53564
1077,41486a1936312d298dd64860a5d146bbe6e1f6ad,465.15335
1078,9b451f12c10f88c290d1c4f6e84bf4d12094e8d1,458.0352
1079,eaf79174460e09e7653d588de06f97e1bbd42138,541.69434
1080,cd62a1fa1eb574a4ec4ec390d3510e65db72e1ad,433.2004
1081,2181b6cd1a507e4be28b56bc22a49fc0c508891f,486.81192
1082,5cf539ec5fbefdd7e36c73555623aef55261b30a,660.72345
1083,cfcaab878786f9216a4d8433f2a46bad9276aee4,488.86694
1084,1b24de7ad1184ad4a97f373e876b96eea61c6b17,517.2169
1085,c261830482fb017b2cca67da0781f4b8b8d83187,475.84393
1086,62add403579d50fbee420593bd16447b10679b89,549.65845
1087,d8e056958f364d9b9abc8cd7d7e464341655e324,488.54602
1088,e00b16108ae0577000f16ced5a92205b35879b17,447.80643
1089,578b34d9c52218727f025eeeb7e9ece099e7962e,473.02203
1090,91011d06f4c11199a3ae872aacadadd7d5d75f1c,464.8189
1091,139838127162e6aa92bebbc5651e0472286a0619,464.54504
1092,3c4914af467ac58e125a45a078ab6cd43e13b655,449.26562
1093,2a325c32daf5b142cb0312bd9bc7b97ab6dc2fd8,462.48746
1094,df7d7db821755b6e9a024a3cebe06b8155d9c708,431.16934
1095,8134453bc66345ba09033fc2118df694fa6a5299,482.40488
1096,6e3fa5e6dd0bf71c8fb50f78c463e3b69ac0a00b,526.8701
1097,b04d55df23021bca201b74ffe2e63ea7f2449877,469.48575
1098,3f318550fb1494cc6160d1e031ae29ac2fc065aa,465.83975
1099,ef77de8ef635260390a3261262869ca5c6135f59,459.98828
1100,2dd2c7b4d6c1a00daa2ec9d46085f48d3597d8e2,488.75217
1101,c7cc0461b2c741ae81ee815a975dc6b9e514875c,439.7656
1102,73274817307e9baf478abdd2e6e73bab0ab26ecc,488.75217
1103,af6c4e9ec5b12de767977306416bd0d9447d310d,459.90768
1104,7b309e8114f95274ac95aad6697df953fce1d861,461.65625
1105,354a476d6cc00db02bbe4bacbebe0298c14b9926,480.96637
1106,1129f19bd9bdda52f995bbbc88ac1d7b2c7b10d4,437.39502
1107,adcb305091a3f8b4a9771362caaae7d2b39465c2,482.66907
1108,3b08ec5615162eeef39ddf97c305601f8d6be53c,682.98724
1109,dd8bf6ed8a7291b0bac35478a7d4812939478898,460.67847
1110,298c9c61c87385c00c8eaa4192d153a8d059e411,479.55255
1111,df79eec536e5028c8774e72b5ed0ea72ee8f63b5,451.5209
1112,64449fe7c928f02f796c5b0d527c681b537f7859,468.12204
1113,bfaa66d24544cca4105e4364d9228bb8dc61c14a,461.23737
1114,62d6fdccdcae41351a63bcd346eb65178c0481f1,261.41357
1115,5b4105ad5fc607cdcd25108cdb499ec0c7f7cd5c,600.35046
1116,f0d08da594cee151c351acda8e05cedb7aa8f2e6,534.3155
1117,cd2030092aacaa9580845fc92189ad3bc1a88129,422.94885
1118,1372e1ae0bd729de3f59baae76f62b02b73b21ac,477.28143
1119,3a74629fd3af085f644ada2fd31359de263dc95d,475.42157
1120,c5c4d066740c70017879a186e3df0b148edb1785,420.86118
1121,93622845055ef268067ee6964763aff9683e8360,446.43152
1122,5201a5f9e394334dc5fd4a496f8f50e6208d19e7,429.55606
1123,7e760b93b2a189673c81aff7015aca45b4f50f3e,473.69254
1124,eaa1a34e13b8a09212e41da38d9aeb156cdb67ec,472291
1125,e4e972daa04fa516a7faddc8f3a9051fa1a3ef73,443.7393
1126,04013eb3b9f5e047e3c384cbc124d6be434890c1,422.10223
1127,da0d4b43fd0c5896ab67944d72aa269aa842668e,608.58307
1128,27b0ea08fbfdf0ab929e8910fb53de7f2d38e027,508.75934
1129,bf751d79db8096cf876ac75002003bf2a7da2035,440.15448
1130,6e85f5878fde0da41bcbdeb1050e561c334bc31f,486.67886
1131,726af52ecc5309864376cfbb79843e4d9bc67eb0,526.18787
1132,cdad5bfc0354572880fa799d9a0af784137de4a0,455.68738
1133,ab662cdba1df0e1c825e0a4ee853ba1e1cbc93b7,539.10114
1134,9cb5797ed8f7ede425ba307f769774b42460774c,483.19644
1135,ac75c3f733f769455017ffdcf9b4ef75af3f853b,425.44778
1136,8c408798149631973f52a14f363b604349f3425d,567.3271
1137,b2994317d9802cb04c018f57f863aaa6fae7a2b7,453.70596
1138,0f1c44bdb576aa13a22627c4415521e2a68398e9,465.4314
1139,b04c28955fd0f07bf69fc01d69aed8d166814b31,441.68762
1140,8526e4bbbef79ed45f772a3cf3f872feca4b2c78,445.4098
1141,fa2603e1077c05493a48a74c6365a8d938b9bb58,472.5832
1142,0432abb93e94758393c78d674c53761c8e7547b2,424.08655
1143,49b0b691c0182295bc83ac4cc9d50a64a5848c0d,568.9252
1144,40e4c903604e672a031abf55a0e9d0be2499e19d,557.6558
1145,954ace12d31d77ef4ea626ea92bdeb925fd6e5ae,599.85034
1146,ae275ec587fa99cbc535a14b099e9a53418ad6f5,713.6543
1147,a40bcb038126e8fcc18613587d349c451b17495e,693.78613
1148,9b19bbaedd6ecaef988bef930c5793119b19dc00,425.29913
1149,62d3a19afc54c1410e6e771ea29b909f8796cdcc,476.94455
1150,d20057efa140f475a2ab2abe27411b82e8da0e5e,499.79724
1151,96e1a9ae54f3094c2837def24b35651fd65b7683,482.23068
1152,3d6a4ab1849805f82b0f394f9a4fa437f4b32ac3,444.34274
1153,6be58e40bbd01a8ac4d505fbd0365dd83af28e95,487.0693
1154,f97828327a4314a4678a907d32d289e43235a80f,454.07977
1155,46ef075a91ce3096159d24ef137e502955a2e92a,455.15756
1156,525cdb6a9a5f67818cf00847195ba88f8fe91978,461.6652
1157,0fd2ebb2cba41467a2f1f064879e27c14671db11,439.7519
1158,1a4a64788e42e62aebaf976e118e4312f271be20,584.9862
1159,53c0a7d0d86fd533212fc581cf32c5cccadc294a,457.38745
1160,176bc8dd43cac4ba6a6d6a02ffdff69f551753ea,488.8193
1161,fb888df8e882e6c0d8422fbd16748fe087fba56a,550.0583
1162,6c508375be3ebcb0b6c52551760aebf3b08eeb9a,458.88815
1163,268cf78cf0732bf2305b70f7e0d213f9d4426fb9,485.6121
1164,d920d310fa85f5d607cddd3f366d1fb4901372da,492.66946
1165,362d6b57494e38fdb9d8081c65fcf4c95e1d1bd7,477.73267
1166,15eee3ac96dc71dc59f1b5347631950a6c8fd4cd,463.30054
1167,ba01e15e5a2f24d0dd9b724618655a329ad61213,462.70996
1168,dbeac2f05498472ec708163898309999efef03f2,417.6844
1169,31782322f561ad5f596f6ae148c8204fad23705f,477.25232
1170,bfd9561d59f723b856dbcc1ce674e11bba238a99,459.27585
1171,f9e9ba7cde4ffc2fe5abfac27bd6d9cb5111ba88,561733
1172,8b8e4fa6082f26f5676d2a45314fc89dcdad7076,470.98605
1173,825b9a5eb0d8725082051b41e082aed01dc9be7e,449.43066
1174,67d77c90ad21e26bfc94677547f6910b01dc1d32,447.78677
1175,5f6469e64a6bbc1d2ec35b37e18cb0a1f770776b,460.59406
1176,74271d115ce6ed32aa2aa834385200a606c62bce,410.42456
1177,6efd349903f7b391b6f920cc76de7b507258a8c9,430.5009
1178,e85ffa10d21d03b9b4e925b5808dde341be4a62e,503.17896
1179,c0934de7b64b1ea909ce77c97580606e18936874,669.46655
1180,f81906feca10f1eeb5153e9f662a06040dc795c9,610.5759
1181,18aa57fa1865b2c449bcd32f44cec2cfd4d3fb53,449.99207
1182,2ad02e38865830766bb87531dcb154852364eb39,567.20593
1183,e2a2e25e4621145f30dd816bb0524080d0d0fe6e,478.5626
1184,f986cc713f62755c8e4e47a388f9775fe2f46b40,456.41995
1185,143481c553f2f07d71a7b02d4364cf716eb213c3,520325
1186,7c2c0ca131808098924fa3305efe67029c95e527,516.86096
1187,862074b9b6dcb5e90476279725b9d0aa991f1e86,438.9698
1188,a5873b09206a34e65ff84c5d12d27998701220b4,437.91745
1189,cc57d8d2de26ada1e07617bd66f8fd3f61f8b1ba,422.46692
1190,cd532929efcd6be773ba62fc83c631a77eb24e94,743.65607
1191,64a70bc39c408304ecb8e572765315a3896ff833,469.42535
1192,5573caf7f47589820461e64565f85c11bf9f122b,467.1911
1193,3d53dc66f180761ba5e2d28a300c8ef057d9ea7c,630.47723
1194,e7f989fad23aa525007003e7d1382ae56c9947f5,485.16437
1195,44b8f6f734d554fec0da2e60da8d27868798c802,469.69052
1196,ae0ce3518210a23804d30a83c92f5c2da6fe1382,457.39343
1197,34d6082a74330b3f5bc565fc573674afaa03f661,852.9526
1198,d25c087f96c3997d6328b953d4a710d27ef5838a,469.00418
1199,0e916480daf872f3cfd63c9decda513616804b6a,455.15094
1200,0aaabaee1a7130f1a6522f42e2cef0aaa3aa868c,465.3527
1201,1fc2ba4ee56a9fbd8fe1aaebbd17687e789e56ba,491.2307
1202,e447d3f2d58677fd267d7a03f501ef642a1d4e06,432.79767
1203,fbe1950b1a096572f21ea11345473fefcba6c84c,487.05344
1204,e4dd5ac3ce6b422fba0210f939d5a23dbe4abd4d,501.2096
1205,c2254381cb8e8019e54099ee35eeb5fe7216f9a0,448.85568
1206,e34e38ff42f2e49861b2ba1efdf8c5f107f05fb3,471.38583
1207,48bb95f95bf1597bd67366fb50610ada3df98863,438.1808
1208,51ae593280f360e68b5400abcbb0d37f1ecade71,815.3651
1209,beda1ea661a72dd2f6014bc2103b0e3fdbf9cc12,475.84393
1210,d306f972ccb66cdd4b336af47af14e1bf8240cec,490.6
1211,8a1a696322f3f7e0861982fbca06cdbb039832d9,490.0631
1212,6058199e6bda1e0af51a1186b65ff76d4fe4035c,551.12854
1213,9ce7d4b53bf2eb3cad027dafeb62d9de6632a2c3,443.2861
1214,31a4df5d818242efa0d50309c9bd5e503d3811fe,478.0791
1215,89c71043264315c4e0eea0f8775363a12dc82061,438.80182
1216,81d76646552b14b85adb5d258e5a135fd7ddb86a,478.78986
1217,33de6b4f2bd10a91eb624b8d76424b8264d29a8d,473.66016
1218,b63eff83ebc02e1bc7a73477edda3b76a05571b6,499.24326
1219,c4a3b96cff4393b06246604527f1a558ad8b66b3,547.98474
1220,dc284de80ad0db4a78bee253f995f0920e340cfa,462.30853
1221,45eab0d008b4971810ca4b2d7b735916d9991a9a,806.9425
1222,982fd0566d5924b506fe1477fda3513984c4c702,551.7763
1223,071406b9fa1692facfb35f7a9ce5106eae4ef6d1,454.45578
1224,4edfc1f4a0e7eb1d527d38c7bb3d3dddf6236042,442.7058
1225,dd6b231790b9a80f5d1d6ee8aa5796249f008d50,450.59195
1226,8cadd025151167286941b7d4f113e0335e046bbb,601.11273
1227,412696b14eed4da0a81260862fbe1855d8fc75a1,497.59515
1228,6629196865947bb489338e3fa1c9f0e56614ee72,472.41107
1229,b11e9bf8d068464d8d1ecef81cad5c24a3dd1d44,427.88806
1230,bff7d200b32aa005540af908fb325a46ca9bb742,446.31003
1231,22a2734a900eec40dd32ef379894cfafe40c63c6,485.6121
1232,edfe4f7961749b29d0bcb06933f1a8710846e116,483.9889
1233,5d42040f9935aff1dabc32c4f5a578148138e1af,441.5238
1234,bd01964e27b0e530ca458b382b07493aeb48a2ef,453.09534
1235,6588cdc7aef843b1775104bc38017bb3f808c7bc,452.6642
1236,8f355ce069b6da0b9a1f6890136dc7d7e1b00c44,611.6073
1237,1d705b7b461dfd626645d5df319ab733c1c1ca73,503.82657
1238,106b58912414f794e754883865bf6e4cf68adfbc,462.89636
1239,308f5a51e95317261a7d66fa83feaf3504542cbe,486.92258
1240,973c923e39db780e329a64c6049dc85d9be17978,441.6518
1241,19dd82f8d74cf3f076d24e9985dae14d95a9318a,463.8902
1242,0f5367ce6b0a0245b9a7d75b6e2321a092f2596c,447.86362
1243,7f9879b40a268318e2a969e73156aa9df7a48c13,517.0322
1244,3060b85e8d3e20b11f4391e64c6f916cede388c5,448.58383
1245,866d7784ed1380003929da44f965aef9339702f9,604.48083
1246,1b360e9099f37b95fd6fcf5fbcae9040dd2ec08c,453.5499
1247,032ef02de121b7ab5f2ee4ffab719f464050f862,501063
1248,68040110ffe6ecacbbff5e21086c8c416132a22c,473.66016
1249,f66562b958e6349449b87fea0a01fab214f6ec8b,409.17026
1250,beefc7a89a2d9882e5983d80e356f8b7c23994f7,480.10507
1251,82d7709a8445664e93038482fbfee478e8a40273,487.6112
1252,e3929d32c498f8e45ae326017cf7c60308880d94,579.70905
1253,9da35674034a0a1373298436fdfb2f1d840a6da2,432.18005
1254,6d980e58439452168c46e569c5671e7820d0800b,507.44537
1255,0c48aad5141a6d61b2669d5c06360ecb9e8cba72,441.8811
1256,2f8e05c2d702db25093589b14295ab88abf009e0,485.1897
1257,407861b22074fd4b864404e8ef0942947c9ec7d7,493.36838
1258,d426e04457c4fc8b4068a7da6805a7ab8e07224d,486.2345
1259,70aa6679bdb9627324f6626534a7709cdcbdb0f8,485.00977
1260,f5c04dc290d6706af8214800e25be19129dc9f7b,443.28574
1261,cd20ace0b8fb57cecb028764042f1c7851d39507,469.58887
